First_pokemon,Second_pokemon,Winner,id_x,First_Type_1,First_Total,First_Hit_points,First_Attack,First_Defense,First_Special_attack,First_Special_defense,First_Speed,id_y,Second_Type_1,Second_Total,Second_Hit_points,Second_Attack,Second_Defense,Second_Special_attack,Second_Special_defense,Second_Speed,target
708,735,708,708,Dragon,680,100,150,120,120,100,90,735,Bug,411,80,52,50,90,50,89,1
186,353,353,186,Water,460,125,58,58,76,76,67,353,Fire,305,60,60,40,65,45,35,0
172,433,172,172,Fire,534,78,84,78,109,85,100,433,Grass,318,55,68,64,45,55,31,1
545,799,545,545,Ghost,680,150,100,120,100,120,90,799,Psychic,680,80,160,60,170,130,80,1
23,245,23,23,Normal,479,83,80,75,70,70,101,245,Water,465,65,40,70,80,140,70,1
147,689,147,147,Electric,525,65,65,60,110,95,130,689,Normal,350,70,83,50,37,50,60,1
115,674,674,115,Fighting,455,50,120,53,35,110,87,674,Dragon,540,76,147,90,60,70,97,0
763,193,193,763,Water,330,50,53,62,58,63,44,193,Psychic,470,65,75,70,95,70,95,0
402,348,348,402,Water,345,35,64,85,74,55,32,348,Water,305,45,90,20,65,20,65,0
104,218,104,104,Rock,385,35,45,160,30,45,70,218,Psychic,405,190,33,58,33,58,33,1
407,193,193,407,Dragon,300,45,75,60,40,30,50,193,Psychic,470,65,75,70,95,70,95,0
291,230,230,291,Bug,395,60,70,50,100,50,65,230,Bug,600,70,150,140,65,100,75,0
17,265,265,17,Bug,195,40,35,30,20,20,50,265,Water,580,100,75,115,90,115,85,0
423,547,423,423,Water,770,100,150,90,180,160,90,547,Psychic,600,120,70,120,75,130,85,1
167,548,548,167,Grass,318,45,49,65,49,65,45,548,Water,480,80,80,80,80,80,80,0
744,371,744,744,Fighting,495,95,124,78,69,71,58,371,Rock,440,70,95,85,55,65,70,1
116,210,116,116,Fighting,455,50,105,79,35,110,76,210,Water,210,55,45,45,25,25,15,1
5,382,382,5,Fire,309,39,52,43,60,50,65,382,Water,200,20,15,20,10,55,80,0
249,277,249,249,Dark,600,75,90,90,140,90,115,277,Fire,310,45,60,40,70,50,45,1
798,468,468,798,Psychic,600,80,110,60,150,130,70,468,Grass,275,45,35,45,62,53,35,0
130,139,139,130,Water,340,30,45,55,70,55,85,139,Normal,490,75,100,95,40,70,110,0
671,426,426,671,Ghost,520,60,55,90,145,90,80,426,Dragon,680,105,150,90,150,90,95,0
140,685,685,140,Water,200,20,10,55,15,20,80,685,Ground,483,89,124,80,55,80,55,0
95,603,603,95,Water,475,90,70,80,70,95,70,603,Bug,500,75,103,80,70,80,92,0
195,458,195,195,Electric,365,70,55,55,80,60,45,458,Bug,224,40,29,45,29,45,36,1
761,707,707,761,Poison,320,50,60,60,60,60,30,707,Dragon,680,100,120,100,150,120,90,0
128,100,100,128,Water,320,45,67,60,35,50,63,100,Ghost,310,30,35,30,100,35,80,0
27,109,109,27,Normal,262,40,60,30,31,31,70,109,Electric,330,40,30,50,55,55,100,0
366,380,366,366,Dragon,490,75,70,90,70,105,80,380,Rock,355,45,95,50,40,50,75,1
411,60,60,411,Steel,300,40,55,80,35,60,30,60,Water,320,50,52,48,65,50,55,0
127,666,127,127,Water,440,55,65,95,95,45,85,666,Electric,515,85,115,80,105,80,50,1
13,665,13,13,Water,630,79,103,120,135,115,78,665,Electric,405,65,85,70,75,70,40,1
760,115,115,760,Rock,500,72,105,115,54,86,68,115,Fighting,455,50,120,53,35,110,87,0
741,776,776,741,Grass,350,66,65,48,62,57,52,776,Dragon,452,68,75,53,83,113,60,0
425,654,425,425,Ground,770,100,180,160,150,90,90,654,Water,335,55,40,50,65,85,40,1
559,192,192,559,Fire,418,90,93,55,70,55,55,192,Psychic,320,40,50,45,70,45,70,0
668,657,657,668,Psychic,485,75,75,75,125,95,40,657,Bug,319,50,47,50,57,50,65,0
424,742,424,424,Ground,670,100,150,140,100,90,90,742,Grass,531,123,100,62,97,81,68,1
414,9,414,414,Steel,700,80,145,150,105,110,110,9,Fire,634,78,104,78,159,115,100,1
13,146,13,13,Water,630,79,103,120,135,115,78,146,Water,525,130,65,60,110,95,65,1
388,546,546,388,Ghost,555,64,165,75,93,83,75,546,Ghost,680,150,120,100,120,100,90,0
438,400,438,438,Fire,534,76,104,71,104,71,108,400,Ice,410,90,60,70,75,70,45,1
257,569,257,257,Fighting,455,50,95,95,35,110,70,569,Dark,281,41,50,37,50,37,66,1
577,727,727,577,Psychic,292,76,25,45,67,55,24,727,Water,530,72,95,67,103,71,122,0
13,458,13,13,Water,630,79,103,120,135,115,78,458,Bug,224,40,29,45,29,45,36,1
444,610,444,444,Normal,485,85,120,70,50,60,100,610,Grass,480,70,60,75,110,75,90,1
113,670,670,113,Ground,320,50,50,95,40,50,35,670,Ghost,370,60,40,60,95,60,55,0
588,338,588,588,Psychic,425,67,57,55,77,55,114,338,Electric,295,40,45,40,65,40,65,1
659,380,380,659,Grass,305,44,50,91,24,86,10,380,Rock,355,45,95,50,40,50,75,0
229,252,229,229,Bug,500,70,130,100,55,80,65,252,Ground,500,90,120,120,60,60,50,1
284,59,59,284,Water,635,100,150,110,95,110,70,59,Normal,440,65,70,60,65,65,115,0
756,758,758,756,Fairy,480,82,80,86,85,75,72,758,Dark,482,86,92,88,68,75,73,0
420,575,420,420,Dragon,600,80,90,80,130,110,110,575,Water,316,50,53,48,53,48,64,1
421,210,421,421,Dragon,700,80,130,100,160,120,110,210,Water,210,55,45,45,25,25,15,1
359,8,8,359,Normal,360,60,60,60,60,60,60,8,Fire,634,78,130,111,130,85,100,0
92,501,92,92,Normal,310,35,85,45,35,35,75,501,Ground,525,108,112,118,68,72,47,1
44,327,327,44,Fire,505,73,76,75,81,100,100,327,Dark,380,50,75,75,65,65,50,0
391,715,391,391,Grass,460,99,68,83,72,87,51,715,Water,580,91,72,90,129,90,108,1
689,314,314,689,Normal,350,70,83,50,37,50,60,314,Normal,670,150,160,100,95,65,100,0
206,342,342,206,Normal,360,55,70,55,40,55,85,342,Electric,405,60,40,50,75,85,95,0
43,337,337,43,Fire,299,38,41,40,50,65,65,337,Fighting,510,60,100,85,80,85,100,0
799,55,55,799,Psychic,680,80,160,60,170,130,80,55,Bug,450,70,65,60,90,75,90,0
401,177,177,401,Ice,530,110,80,90,95,90,65,177,Normal,415,85,76,64,45,55,90,0
529,97,97,529,Rock,525,60,55,145,75,150,40,97,Poison,500,105,105,75,65,100,50,0
303,664,303,303,Water,430,60,50,100,85,70,65,664,Electric,275,35,55,40,45,40,60,1
745,497,745,745,Normal,472,75,80,60,65,90,102,497,Fighting,285,40,70,40,35,40,60,1
224,140,224,224,Steel,510,75,85,200,55,65,30,140,Water,200,20,10,55,15,20,80,1
557,55,557,557,Grass,528,75,75,95,75,95,113,55,Bug,450,70,65,60,90,75,90,1
383,266,383,383,Water,540,95,60,79,100,125,81,266,Rock,300,50,64,50,45,50,41,1
167,362,362,167,Grass,318,45,49,65,49,65,45,362,Ground,520,80,100,80,80,80,100,0
681,204,204,681,Fighting,350,45,85,50,55,50,65,204,Grass,340,55,45,50,45,65,80,0
248,368,248,248,Dark,500,75,90,50,110,80,95,368,Normal,458,73,115,60,60,60,90,1
150,535,535,150,Rock,355,35,40,100,90,55,35,535,Electric,520,50,65,107,105,107,86,0
516,439,439,516,Ground,535,115,140,130,55,55,40,439,Water,314,53,51,53,61,56,40,0
393,320,393,393,Dark,465,65,130,60,75,60,75,320,Normal,490,104,91,63,91,73,68,1
61,396,61,61,Water,500,80,82,78,95,80,85,396,Ice,300,50,50,50,50,50,50,1
594,690,690,594,Fighting,405,85,105,85,40,50,40,690,Normal,510,100,123,75,57,75,80,0
552,627,552,552,Grass,600,100,103,75,120,75,127,627,Water,495,74,108,133,83,65,32,1
9,293,9,9,Fire,634,78,104,78,159,115,100,293,Bug,385,60,50,70,50,90,65,1
727,659,727,727,Water,530,72,95,67,103,71,122,659,Grass,305,44,50,91,24,86,10,1
630,734,630,630,Poison,329,50,50,62,40,62,65,734,Bug,213,45,22,60,27,30,29,1
488,459,459,488,Psychic,310,20,25,45,70,90,60,459,Bug,424,60,59,85,79,105,36,0
204,480,480,204,Grass,340,55,45,50,45,65,80,480,Normal,310,49,55,42,42,37,85,0
589,501,589,589,Ground,328,60,85,40,30,45,68,501,Ground,525,108,112,118,68,72,47,1
335,717,717,335,Fighting,280,30,40,55,40,55,60,717,Normal,600,100,128,90,77,77,128,0
476,663,476,476,Normal,480,65,76,84,54,96,105,663,Steel,520,60,100,115,70,85,90,1
194,59,59,194,Electric,280,55,40,40,65,45,35,59,Normal,440,65,70,60,65,65,115,0
787,333,787,787,Ghost,494,75,95,122,58,75,69,333,Steel,530,70,110,180,60,60,50,1
82,274,274,82,Rock,390,55,95,115,45,45,35,274,Grass,405,50,65,45,85,65,95,0
278,530,278,278,Fire,405,60,85,60,85,60,55,530,Ghost,525,45,100,135,65,135,45,1
551,53,551,551,Grass,600,100,100,100,100,100,100,53,Bug,405,60,95,80,60,80,30,1
536,257,536,536,Electric,520,50,65,107,105,107,86,257,Fighting,455,50,95,95,35,110,70,1
451,76,451,451,Electric,523,80,120,79,95,79,70,76,Grass,300,50,75,35,70,30,40,1
687,616,616,687,Dark,490,65,125,100,60,70,70,616,Fire,480,105,140,55,30,55,95,0
117,213,213,117,Normal,385,90,55,75,60,75,30,213,Dark,525,95,65,110,60,130,65,0
56,730,56,56,Ground,265,10,55,25,35,45,95,730,Normal,278,45,50,43,40,38,62,1
378,351,351,378,Rock,355,66,41,77,61,87,23,351,Water,400,130,70,35,70,35,60,0
71,126,71,71,Psychic,500,55,50,45,135,95,120,126,Water,295,30,40,70,70,25,60,1
581,112,581,581,Normal,488,80,115,80,65,55,93,112,Grass,520,95,95,85,125,65,55,1
791,464,791,791,Flying,245,40,30,35,45,40,55,464,Bug,474,70,80,102,80,102,40,1
723,27,723,723,Fire,409,59,59,58,90,70,73,27,Normal,262,40,60,30,31,31,70,1
180,682,682,180,Bug,265,40,20,30,40,80,55,682,Fighting,510,65,125,60,95,60,105,0
586,154,154,586,Rock,515,85,135,130,60,80,25,154,Rock,515,80,105,65,60,75,130,0
69,676,676,69,Psychic,310,25,20,15,105,55,90,676,Ice,485,95,110,80,70,80,50,0
41,327,327,41,Fairy,323,70,45,48,60,65,35,327,Dark,380,50,75,75,65,65,50,0
265,445,265,265,Water,580,100,75,115,90,115,85,445,Normal,250,59,45,40,35,40,31,1
726,410,410,726,Water,405,54,63,52,83,56,97,410,Dragon,700,95,145,130,120,90,120,0
353,653,353,353,Fire,305,60,60,40,65,45,35,653,Grass,464,114,85,70,85,80,30,1
3,705,705,3,Grass,525,80,82,83,100,100,80,705,Electric,580,79,115,70,125,80,111,0
524,761,524,524,Ground,510,75,95,125,45,75,95,761,Poison,320,50,60,60,60,60,30,1
192,468,192,192,Psychic,320,40,50,45,70,45,70,468,Grass,275,45,35,45,62,53,35,1
238,122,238,238,Fire,410,50,50,120,80,80,30,122,Normal,450,250,5,5,35,105,50,1
195,98,195,195,Electric,365,70,55,55,80,60,45,98,Water,305,30,65,100,45,25,40,1
644,522,522,644,Ice,305,36,50,50,65,60,44,522,Grass,525,65,110,130,60,65,95,0
287,646,646,287,Normal,240,38,30,41,30,41,60,646,Ice,535,71,95,85,110,95,79,0
603,394,394,603,Bug,500,75,103,80,70,80,92,394,Dark,565,65,150,60,115,60,115,0
23,330,23,23,Normal,479,83,80,75,70,70,101,330,Steel,480,50,105,125,55,95,50,1
697,735,697,697,Dark,600,92,105,90,125,90,98,735,Bug,411,80,52,50,90,50,89,1
302,269,302,302,Water,270,40,30,30,55,30,85,269,Rock,700,100,164,150,95,120,71,1
763,770,770,763,Water,330,50,53,62,58,63,44,770,Rock,521,123,77,72,99,92,58,0
112,683,112,112,Grass,520,95,95,85,125,65,55,683,Dragon,485,77,120,90,60,90,48,1
438,497,438,438,Fire,534,76,104,71,104,71,108,497,Fighting,285,40,70,40,35,40,60,1
227,362,362,227,Fairy,450,90,120,75,60,60,45,362,Ground,520,80,100,80,80,80,100,0
708,248,248,708,Dragon,680,100,150,120,120,100,90,248,Dark,500,75,90,50,110,80,95,0
719,383,383,719,Grass,313,56,61,65,48,45,38,383,Water,540,95,60,79,100,125,81,0
117,775,775,117,Normal,385,90,55,75,60,75,30,775,Dragon,300,45,50,35,55,75,40,0
701,441,701,701,Rock,580,91,129,90,72,90,108,441,Water,530,84,86,88,111,101,60,1
184,57,184,184,Poison,535,85,90,80,70,80,130,57,Ground,405,35,80,50,50,70,120,1
45,15,15,45,Normal,270,115,45,20,45,25,20,15,Bug,205,50,20,55,25,25,30,0
631,355,631,631,Poison,474,80,95,82,60,82,75,355,Fire,560,70,120,100,145,105,20,1
595,77,77,595,Fighting,505,105,140,95,55,65,45,77,Grass,390,65,90,50,85,45,55,0
52,74,74,52,Bug,285,35,70,55,45,55,25,74,Fighting,405,80,100,70,50,60,45,0
582,756,582,582,Electric,295,45,60,32,50,32,76,756,Fairy,480,82,80,86,85,75,72,1
740,199,740,740,Fairy,552,78,65,68,112,154,75,199,Water,250,70,20,50,20,50,40,1
219,676,219,219,Normal,455,70,80,65,90,65,85,676,Ice,485,95,110,80,70,80,50,1
701,72,72,701,Rock,580,91,129,90,72,90,108,72,Psychic,590,55,50,65,175,95,150,0
197,688,688,197,Electric,610,90,95,105,165,110,45,688,Normal,490,95,110,95,40,95,55,0
205,254,205,205,Grass,460,75,55,70,55,95,110,254,Normal,465,73,95,62,85,65,85,1
87,596,596,87,Water,490,95,75,110,100,80,30,596,Water,294,50,50,40,50,40,64,0
617,155,155,617,Fire,540,105,30,105,140,105,55,155,Rock,615,80,135,85,70,95,150,0
357,244,244,357,Psychic,330,60,25,35,70,80,60,244,Ice,330,45,55,45,65,45,75,0
390,339,339,390,Ghost,455,40,70,130,60,130,25,339,Electric,475,70,75,60,105,60,105,0
71,264,71,71,Psychic,500,55,50,45,135,95,120,264,Fire,580,115,115,85,90,75,100,1
771,92,92,771,Fairy,525,95,65,65,110,130,60,92,Normal,310,35,85,45,35,35,75,0
657,244,244,657,Bug,319,50,47,50,57,50,65,244,Ice,330,45,55,45,65,45,75,0
223,345,223,223,Ground,430,65,75,105,35,65,85,345,Grass,400,50,60,45,100,80,65,1
761,533,533,761,Poison,320,50,60,60,60,60,30,533,Electric,520,50,65,107,105,107,86,0
83,25,83,83,Rock,495,80,120,130,55,65,45,25,Normal,253,30,56,35,25,35,72,1
214,382,214,214,Dark,405,60,85,42,85,42,91,382,Water,200,20,15,20,10,55,80,1
582,732,732,582,Electric,295,45,60,32,50,32,76,732,Fire,499,78,81,71,74,69,126,0
364,336,364,364,Grass,475,70,115,60,115,60,55,336,Fighting,410,60,60,75,60,75,80,1
581,48,581,581,Normal,488,80,115,80,65,55,93,48,Poison,455,75,80,70,65,75,90,1
18,232,232,18,Bug,205,45,25,50,25,25,35,232,Bug,500,80,125,75,40,95,85,0
434,88,434,434,Grass,405,75,89,85,55,65,36,88,Water,590,95,75,180,130,80,30,1
706,24,24,706,Electric,580,79,105,70,145,80,101,24,Normal,579,83,80,80,135,80,121,0
95,315,95,95,Water,475,90,70,80,70,95,70,315,Bug,266,31,45,90,30,30,40,1
492,261,261,492,Dragon,300,58,70,45,40,45,42,261,Normal,490,95,80,105,40,70,100,0
531,380,531,531,Ice,480,70,80,70,80,70,110,380,Rock,355,45,95,50,40,50,75,1
293,187,293,293,Bug,385,60,50,70,50,90,65,187,Electric,205,20,40,15,35,35,60,1
107,428,428,107,Water,325,30,105,90,25,25,50,428,Steel,600,100,100,100,100,100,100,0
557,31,557,557,Grass,528,75,75,95,75,95,113,31,Electric,320,35,55,40,50,50,90,1
617,30,30,617,Fire,540,105,30,105,140,105,55,30,Poison,438,60,85,69,65,79,80,0
36,316,316,36,Poison,365,70,62,67,55,55,56,316,Bug,456,61,90,45,50,50,160,0
647,686,647,647,Normal,335,60,60,50,40,50,75,686,Dark,340,45,85,70,40,40,60,1
403,448,448,403,Water,485,55,104,105,94,75,52,448,Bug,384,77,85,51,55,51,65,0
774,224,224,774,Rock,500,50,50,150,50,150,50,224,Steel,510,75,85,200,55,65,30,0
151,206,206,151,Rock,495,70,60,125,115,70,55,206,Normal,360,55,70,55,40,55,85,0
693,245,245,693,Fire,484,85,97,66,105,66,65,245,Water,465,65,40,70,80,140,70,0
484,230,484,484,Poison,479,103,93,67,71,61,84,230,Bug,600,70,150,140,65,100,75,1
690,238,690,690,Normal,510,100,123,75,57,75,80,238,Fire,410,50,50,120,80,80,30,1
2,774,2,2,Grass,405,60,62,63,80,80,60,774,Rock,500,50,50,150,50,150,50,1
156,574,574,156,Normal,540,160,110,65,65,110,30,574,Fire,498,75,98,63,98,63,101,0
115,424,424,115,Fighting,455,50,120,53,35,110,87,424,Ground,670,100,150,140,100,90,90,0
62,243,62,62,Fighting,305,40,80,35,35,45,70,243,Water,480,75,105,75,105,75,45,1
314,165,165,314,Normal,670,150,160,100,95,65,100,165,Psychic,780,106,150,70,194,120,140,0
258,662,258,258,Ice,305,45,30,15,85,65,65,662,Steel,440,60,80,95,70,85,50,1
238,258,238,238,Fire,410,50,50,120,80,80,30,258,Ice,305,45,30,15,85,65,65,1
208,114,114,208,Grass,425,75,75,55,105,85,30,114,Ground,425,60,80,110,50,80,45,0
555,377,377,555,Grass,308,45,45,55,45,55,63,377,Ground,500,60,70,105,70,120,75,0
595,433,595,595,Fighting,505,105,140,95,55,65,45,433,Grass,318,55,68,64,45,55,31,1
343,105,343,343,Bug,400,65,73,55,47,75,85,105,Psychic,328,60,48,45,43,90,42,1
559,56,559,559,Fire,418,90,93,55,70,55,55,56,Ground,265,10,55,25,35,45,95,1
332,606,606,332,Steel,430,60,90,140,50,50,40,606,Bug,485,60,100,89,55,69,112,0
611,246,611,611,Water,460,70,92,65,80,55,98,246,Steel,465,65,80,140,40,70,70,1
427,81,427,427,Dragon,780,105,180,100,180,100,115,81,Rock,300,40,80,100,30,30,20,1
699,25,699,699,Bug,550,85,60,65,135,105,100,25,Normal,253,30,56,35,25,35,72,1
677,427,427,677,Ice,485,70,50,30,95,135,105,427,Dragon,780,105,180,100,180,100,115,0
151,719,151,151,Rock,495,70,60,125,115,70,55,719,Grass,313,56,61,65,48,45,38,1
540,403,540,540,Psychic,580,75,125,70,125,70,115,403,Water,485,55,104,105,94,75,52,1
87,687,687,87,Water,490,95,75,110,100,80,30,687,Dark,490,65,125,100,60,70,70,0
542,373,542,542,Water,680,90,120,100,150,120,100,373,Water,468,110,78,73,76,71,60,1
448,200,448,448,Bug,384,77,85,51,55,51,65,200,Water,420,100,50,80,60,80,50,1
75,286,286,75,Fighting,505,90,130,80,65,85,55,286,Dark,420,70,90,70,60,60,70,0
595,775,595,595,Fighting,505,105,140,95,55,65,45,775,Dragon,300,45,50,35,55,75,40,1
686,237,686,686,Dark,340,45,85,70,40,40,60,237,Fire,250,40,40,40,70,40,20,1
440,722,722,440,Water,405,64,66,68,81,76,50,722,Fire,307,40,45,40,62,60,60,0
291,772,772,291,Bug,395,60,70,50,100,50,65,772,Fighting,500,78,92,75,74,63,118,0
573,37,37,573,Fire,316,50,53,48,53,48,64,37,Poison,505,90,92,87,75,85,76,0
619,60,60,619,Bug,325,50,65,85,35,35,55,60,Water,320,50,52,48,65,50,55,0
464,38,38,464,Bug,474,70,80,102,80,102,40,38,Poison,273,46,57,40,40,40,50,0
83,141,141,83,Rock,495,80,120,130,55,65,45,141,Water,540,95,125,79,60,100,81,0
292,679,679,292,Bug,205,50,35,55,25,25,15,679,Bug,495,80,70,40,100,60,145,0
480,211,480,480,Normal,310,49,55,42,42,37,85,211,Water,430,95,85,85,65,65,35,1
521,594,521,521,Bug,515,86,76,86,116,56,95,594,Fighting,405,85,105,85,40,50,40,1
502,734,502,502,Poison,330,40,50,90,30,55,65,734,Bug,213,45,22,60,27,30,29,1
475,4,475,475,Normal,350,55,66,44,44,56,85,4,Grass,625,80,100,123,122,120,80,1
146,491,146,146,Water,525,130,65,60,110,95,65,491,Ghost,485,50,92,108,92,108,35,1
634,585,585,634,Normal,300,55,50,40,40,40,75,585,Rock,390,70,105,105,50,40,20,0
531,157,531,531,Ice,480,70,80,70,80,70,110,157,Ice,580,90,85,100,95,125,85,1
407,703,703,407,Dragon,300,45,75,60,40,30,50,703,Flying,580,79,115,70,125,80,111,0
197,794,794,197,Electric,610,90,95,105,165,110,45,794,Dark,680,126,131,95,131,98,99,0
517,71,517,517,Grass,535,100,100,125,110,50,50,71,Psychic,500,55,50,45,135,95,120,1
798,248,248,798,Psychic,600,80,110,60,150,130,70,248,Dark,500,75,90,50,110,80,95,0
733,638,638,733,Bug,200,38,35,40,27,25,35,638,Psychic,490,70,55,95,95,110,65,0
346,414,414,346,Poison,302,70,43,53,43,53,40,414,Steel,700,80,145,150,105,110,110,0
171,400,171,171,Fire,405,58,64,58,80,65,80,400,Ice,410,90,60,70,75,70,45,1
631,45,631,631,Poison,474,80,95,82,60,82,75,45,Normal,270,115,45,20,45,25,20,1
71,63,71,71,Psychic,500,55,50,45,135,95,120,63,Fighting,455,65,105,60,60,70,95,1
403,452,452,403,Water,485,55,104,105,94,75,52,452,Grass,280,40,30,35,50,70,55,0
478,289,478,478,Ghost,495,60,60,60,105,105,105,289,Bug,195,45,45,35,20,30,20,1
124,147,147,124,Normal,490,105,95,80,40,80,90,147,Electric,525,65,65,60,110,95,130,0
298,293,293,298,Grass,340,70,70,40,60,40,60,293,Bug,385,60,50,70,50,90,65,0
711,750,711,711,Dragon,660,125,130,90,130,90,95,750,Steel,448,59,110,150,45,49,35,1
616,57,57,616,Fire,480,105,140,55,30,55,95,57,Ground,405,35,80,50,50,70,120,0
112,185,185,112,Grass,520,95,95,85,125,65,55,185,Water,330,75,38,38,56,56,67,0
652,790,790,652,Grass,294,69,55,45,55,55,15,790,Ice,514,95,117,184,44,46,28,0
307,274,307,307,Psychic,618,68,85,65,165,135,100,274,Grass,405,50,65,45,85,65,95,1
449,242,242,449,Electric,263,45,65,34,40,34,45,242,Water,300,35,65,35,65,35,65,0
517,245,517,517,Grass,535,100,100,125,110,50,50,245,Water,465,65,40,70,80,140,70,1
562,80,80,562,Water,413,75,75,60,83,60,60,80,Water,515,80,70,65,80,120,100,0
360,496,360,360,Ground,290,45,100,45,45,45,10,496,Normal,390,135,85,40,40,85,5,1
411,529,529,411,Steel,300,40,55,80,35,60,30,529,Rock,525,60,55,145,75,150,40,0
43,421,421,43,Fire,299,38,41,40,50,65,65,421,Dragon,700,80,130,100,160,120,110,0
80,38,80,80,Water,515,80,70,65,80,120,100,38,Poison,273,46,57,40,40,40,50,1
718,758,718,718,Bug,600,71,120,95,120,95,99,758,Dark,482,86,92,88,68,75,73,1
507,132,132,507,Water,330,49,49,56,49,61,66,132,Psychic,460,40,45,65,100,120,90,0
191,65,65,191,Fairy,405,55,40,85,80,105,40,65,Fire,555,90,110,80,100,80,95,0
253,225,253,253,Normal,515,85,80,90,105,95,60,225,Steel,610,75,125,230,55,95,30,1
476,405,476,476,Normal,480,65,76,84,54,96,105,405,Water,485,100,90,130,45,65,55,1
616,254,616,616,Fire,480,105,140,55,30,55,95,254,Normal,465,73,95,62,85,65,85,1
122,62,62,122,Normal,450,250,5,5,35,105,50,62,Fighting,305,40,80,35,35,45,70,0
332,368,368,332,Steel,430,60,90,140,50,50,40,368,Normal,458,73,115,60,60,60,90,0
514,353,514,514,Electric,535,70,70,115,130,90,60,353,Fire,305,60,60,40,65,45,35,1
56,367,56,56,Ground,265,10,55,25,35,45,95,367,Dragon,590,75,110,110,110,105,80,1
448,158,158,448,Bug,384,77,85,51,55,51,65,158,Electric,580,90,90,85,125,90,100,0
551,35,551,551,Grass,600,100,100,100,100,100,100,35,Poison,275,55,47,52,40,40,41,1
363,286,286,363,Grass,335,50,85,40,85,40,35,286,Dark,420,70,90,70,60,60,70,0
136,171,136,136,Fire,495,65,95,57,100,85,93,171,Fire,405,58,64,58,80,65,80,1
593,52,593,593,Fighting,305,75,80,55,25,35,35,52,Bug,285,35,70,55,45,55,25,1
360,311,311,360,Ground,290,45,100,45,45,45,10,311,Grass,460,60,130,80,60,60,70,0
159,590,159,159,Fire,580,90,100,90,125,85,90,590,Ground,508,110,135,60,50,65,88,1
611,142,611,611,Water,460,70,92,65,80,55,98,142,Water,640,95,155,109,70,130,81,1
88,246,246,88,Water,590,95,75,180,130,80,30,246,Steel,465,65,80,140,40,70,70,0
492,284,284,492,Dragon,300,58,70,45,40,45,42,284,Water,635,100,150,110,95,110,70,0
424,315,424,424,Ground,670,100,150,140,100,90,90,315,Bug,266,31,45,90,30,30,40,1
495,707,495,495,Dragon,700,108,170,115,120,95,92,707,Dragon,680,100,120,100,150,120,90,1
243,262,262,243,Water,480,75,105,75,105,75,45,262,Normal,540,255,10,10,75,135,55,0
685,517,517,685,Ground,483,89,124,80,55,80,55,517,Grass,535,100,100,125,110,50,50,0
18,282,282,18,Bug,205,45,25,50,25,25,35,282,Water,405,70,85,70,60,70,50,0
549,687,549,549,Water,600,100,100,100,100,100,100,687,Dark,490,65,125,100,60,70,70,1
72,478,72,72,Psychic,590,55,50,65,175,95,150,478,Ghost,495,60,60,60,105,105,105,1
437,638,437,437,Fire,405,64,78,52,78,52,81,638,Psychic,490,70,55,95,95,110,65,1
268,707,707,268,Rock,600,100,134,110,95,100,61,707,Dragon,680,100,120,100,150,120,90,0
244,530,244,244,Ice,330,45,55,45,65,45,75,530,Ghost,525,45,100,135,65,135,45,1
596,113,596,596,Water,294,50,50,40,50,40,64,113,Ground,320,50,50,95,40,50,35,1
99,328,99,99,Water,525,50,95,180,85,45,70,328,Dark,480,50,85,125,85,115,20,1
45,389,389,45,Normal,270,115,45,20,45,25,20,389,Ghost,295,20,40,90,30,90,25,0
403,127,127,403,Water,485,55,104,105,94,75,52,127,Water,440,55,65,95,95,45,85,0
324,633,633,324,Rock,375,30,45,135,45,90,30,633,Dark,510,60,105,60,120,60,105,0
201,694,694,201,Rock,410,70,100,115,30,65,30,694,Bug,484,58,109,112,48,48,109,0
753,598,598,753,Fairy,341,78,52,60,63,65,23,598,Water,509,105,95,75,85,75,74,0
703,189,703,703,Flying,580,79,115,70,125,80,111,189,Normal,210,90,30,15,40,20,15,1
646,61,61,646,Ice,535,71,95,85,110,95,79,61,Water,500,80,82,78,95,80,85,0
465,683,683,465,Electric,405,60,45,70,45,90,95,683,Dragon,485,77,120,90,60,90,48,0
755,139,139,755,Fairy,341,62,48,66,59,57,49,139,Normal,490,75,100,95,40,70,110,0
388,578,388,388,Ghost,555,64,165,75,93,83,75,578,Psychic,487,116,55,85,107,95,29,1
385,176,385,385,Normal,440,60,90,70,60,120,40,176,Normal,215,35,46,34,35,45,20,1
792,706,792,792,Flying,535,85,70,80,97,80,123,706,Electric,580,79,105,70,145,80,101,1
596,55,55,596,Water,294,50,50,40,50,40,64,55,Bug,450,70,65,60,90,75,90,0
135,233,135,135,Electric,490,65,83,57,95,85,105,233,Bug,600,80,185,115,40,105,75,1
204,93,93,204,Grass,340,55,45,50,45,65,80,93,Normal,460,60,110,70,60,60,100,0
398,256,398,398,Ice,580,80,120,80,120,80,100,256,Fighting,210,35,35,35,35,35,35,1
168,174,168,168,Grass,405,60,62,80,63,80,60,174,Water,405,65,80,80,59,63,58,1
164,333,164,164,Psychic,780,106,190,100,154,100,130,333,Steel,530,70,110,180,60,60,50,1
697,785,697,697,Dark,600,92,105,90,125,90,98,785,Ghost,494,65,90,122,58,75,84,1
366,608,608,366,Dragon,490,75,70,90,70,105,80,608,Grass,480,60,67,85,77,75,116,0
25,666,25,25,Normal,253,30,56,35,25,35,72,666,Electric,515,85,115,80,105,80,50,1
595,560,560,595,Fighting,505,105,140,95,55,65,45,560,Fire,528,110,123,65,100,65,65,0
